country,code,indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ukraine,UKR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,99.43000031,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,"Literacy rate, adult total (% of people ages 15 and above)",82.19776154,82.73557281,83.26367188,83.8292923,84.31958008,88.61364746,89.01538849,89.37889099,89.78823853,90.11901855,90.47187805,90.92778015,91.27610016,91.54244232,91.83908081,92.8469696,93.2789917,93.6620636,93.77007294,93.99371338,94.26521301,94.36554718,94.75330353,94.88913727,95.12355804,95.1624527,95.32073212,95.61766815,95.72663879,95.75813293,95.9072113,96.03653717,96.16938782
Uruguay,URY,"Literacy rate, adult total (% of people ages 15 and above)",,,,,96.77999878,,,,,,,,,,97.79000092,97.86000061,98.16000366,98.26000214,98.06999969,98.33999634,98.40000153,98.36000061,98.44000244,98.51999664,98.55999756,98.62000275,98.69999695,98.76999664,98.96658836,,98.84999847,98.86715172,98.91000366
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,98.63999939,,,,,,,,,,,,,99.98999786,99.98000336,99.98000336,99.98999786,,99.98999786,100,,100,100,,
St. Vincent and the Grenadines,VCT,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,92.98000336,,,,94.37070138,94.6620702,95.15000153,95.31169955,95.51000214,95.39242132,94.76999664,95.98718899,,,96.61000061,97.12999725,97.18674944,,,,,,,
British Virgin Islands,VGB,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,90.27999878,90.16000366,,,,,,,,,93.51999664,,,,,,,,,,95.75,,,96.12999725,,
Vanuatu,VUT,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,74,,,,,,,,,,,,,,,,,,,,92.74750574,89.83070657,,,87.95999908,
World,WLD,"Literacy rate, adult total (% of people ages 15 and above)",75.51461029,75.97086334,76.42014313,76.86955261,77.29840088,79.30123901,80.52098846,80.90296936,81.11634064,81.37190247,81.73709106,82.2192688,82.55735779,82.57157135,82.53491974,83.11997223,83.47915649,83.80361176,84.36717987,84.7115097,84.91248322,85.2093811,85.55763245,85.95664978,86.28074646,86.4681015,86.76474762,86.78691864,86.98430634,87.16625214,87.39251709,87.57739258,87.74069977
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,98.97000122,,,,,99.40000153,100,,97.98999786,,,,,
Kosovo,XKX,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, adult total (% of people ages 15 and above)",,,37.09000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",,,,,82.40000153,,,,,,,,,,,88.72000122,,92.88999939,92.87999725,93.09999847,93.73000336,,94.13999939,94.37000275,91.73999786,,,95.01999664,,90,,,91.15000153
Zambia,ZMB,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,68,,,69.15000153,,,,,,,,83.13999939,,,,,,,,71.12999725,,81.75915442,79.94500944,79.97514313,82.0418065,
Zimbabwe,ZWE,"Literacy rate, adult total (% of people ages 15 and above)",83.51000214,,,,,,,,,,,,,,,,,,,,,,,,,,,93.23000336,,,,,
